"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","Notes (See Endnotes Tab)"
"743.0","Florida","FL","05","H4FL05057","","Robert G.","Whittel","Whittel, Robert G.","","D ","15938.0","0.31208756780042685","","","124140.0","0.3405873444393231","","",""
"744.0","Florida","FL","05","H4FL05032","","John","Russell","Russell, John","","D ","13388.0","0.2621551234604163","","","","","","",""
"745.0","Florida","FL","05","H2FL05143","","Brian ","Moore","Moore, Brian ","","D ","11532.0","0.22581213652117724","","","","","","",""
"746.0","Florida","FL","05","H4FL05040","","Rick","Penberthy","Penberthy, Rick","","D ","10211.0","0.19994517221797958","","","","","","",""
"747.0","Florida","FL","05","","","","","","Party Votes:","D ","51069.0","","","","","","","",""
"748.0","Florida","FL","05","H2FL05150","","","Werder","Werder","","W","","","","","33.0","9.053796009745177e-05","","",""
"749.0","Florida","FL","05","","","","","","District Votes:","","51069.0","","","","364488.0","","","",""
"750.0","Florida","FL","06","H8FL06056","(I)","Clifford (Cliff) B.","Stearns","Stearns, Clifford (Cliff) B.","","R","Unopposed","","","","211137.0","0.6439989873510384","","",""
"751.0","Florida","FL","06","H2FL06091","","David E.","Bruderly","Bruderly, David E.","","D","Unopposed","","","","116680.0","0.3558912073398749","","",""
"752.0","Florida","FL","06","H6FL06092","","N.W.","O'Brien","O'Brien, N.W.","","W","","","","","36.0","0.00010980530908669435","","",""
"753.0","Florida","FL","06","","","","","","District Votes:","","n/a","","","","327853.0","","","",""
"754.0","Florida","FL","07","H2FL08055","(I)","John L.","Mica","Mica, John L.","","R","Unopposed","","","","Unopposed","","","",""
"755.0","Florida","FL","07","","","","","","District Votes:","","n/a","","","","n/a","","","",""
"756.0","Florida","FL","08","H0FL08042","(I)","Ric","Keller","Keller, Ric","","R","Unopposed","","","","172232.0","0.6052253360274092","","",""
"757.0","Florida","FL","08","H4FL08069","","Stephen","Murray","Murray, Stephen","","D","Unopposed","","","","112343.0","0.3947746639725907","","",""
"758.0","Florida","FL","08","","","","","","District Votes:","","n/a","","","","284575.0","","","",""
"759.0","Florida","FL","09","H2FL09012","(I)","Michael","Bilirakis","Bilirakis, Michael","","R ","44579.0","0.8448112492419648","","","284035.0","0.9991452029351551","","",""
"760.0","Florida","FL","09","H4FL09075","","Joseph H. ","Stanley","Stanley, Joseph H. ","","R ","8189.0","0.15518875075803518","","","","","","",""
"761.0","Florida","FL","09","","","","","","Party Votes:","R ","52768.0","","","","","","","",""
"762.0","Florida","FL","09","H2FL09095","","Andrew","Pasayan","Pasayan, Andrew","","W","","","","","243.0","0.0008547970648449757","","",""
"763.0","Florida","FL","09","","","","","","District Votes:","","52768.0","","","","284278.0","","","",""
"764.0","Florida","FL","10","H6FL06035","(I)","C.W. Bill","Young","Young, C.W. Bill","","R","Unopposed","","","","207175.0","0.6932801932852128","","",""
"765.0","Florida","FL","10","H4FL10040","","Robert D. ""Bob""","Derry","Derry, Robert D. ""Bob""","","D","Unopposed","","","","91658.0","0.3067198067147872","","",""
"766.0","Florida","FL","10","","","","","","District Votes:","","n/a","","","","298833.0","","","",""
"767.0","Florida","FL","11","H6FL00087","(I)","Jim","Davis","Davis, Jim","","D","Unopposed","","","","191780.0","0.8581490149050702","","",""
"768.0","Florida","FL","11","H4FL11048","","Robert Edward","Johnson","Johnson, Robert Edward","","LBT","","","","","31579.0","0.14130507738912929","","",""
"769.0","Florida","FL","11","H4FL11055","","Karl M.","Butts","Butts, Karl M.","","W","","","","","122.0","0.0005459077058004931","","",""
"770.0","Florida","FL","11","","","","","","District Votes:","","n/a","","","","223481.0","","","",""
"771.0","Florida","FL","12","H0FL12051","(I)","Adam H.","Putnam","Putnam, Adam H.","","R ","42605.0","0.9231652618578146","","","179204.0","0.6488925259533112","","",""
"772.0","Florida","FL","12","H4FL12046","","Robert","Wirengard","Wirengard, Robert","","R ","3546.0","0.07683473814218543","","","","","","",""
"773.0","Florida","FL","12","","","","","","Party Votes:","R ","46151.0","","","","","","","",""
"774.0","Florida","FL","12","H4FL12038","","Bob","Hagenmaier","Hagenmaier, Bob","","D ","21044.0","0.571459606245757","","","96965.0","0.3511074740466888","","",""
"775.0","Florida","FL","12","H4FL12020","","Jeff","Siemer","Siemer, Jeff","","D ","15781.0","0.428540393754243","","","","","","",""
"776.0","Florida","FL","12","","","","","","Party Votes:","D ","36825.0","","","","","","","",""
"777.0","Florida","FL","12","","","","","","District Votes:","","82976.0","","","","276169.0","","","",""
"778.0","Florida","FL","13","H2FL13113","(I)","Katherine","Harris","Harris, Katherine","","R","Unopposed","","","","190477.0","0.5530080885384308","","",""
"779.0","Florida","FL","13","H2FL13139","","Jan","Schneider","Schneider, Jan","","D","20573.0","0.4675681818181818","","","153961.0","0.4469919114615693","","",""
"780.0","Florida","FL","13","H4FL13069","","Christine","Jennings","Jennings, Christine","","D","16581.0","0.3768409090909091","","","","","","",""
"781.0","Florida","FL","13","H4FL13051","","Floyd Jay","Winters","Winters, Floyd Jay","","D","2966.0","0.0674090909090909","","","","","","",""
"782.0","Florida","FL","13","H4FL13044","","C.J.","Czaia","Czaia, C.J.","","D ","3880.0","0.08818181818181818","","","","","","",""
"783.0","Florida","FL","13","","","","","","Party Votes:","D ","44000.0","","","","","","","",""
"784.0","Florida","FL","13","","","","","","District Votes:","","44000.0","","","","344438.0","","","",""
"785.0","Florida","FL","14","H4FL14059","","Connie","Mack","Mack, Connie","","R","27526.0","0.35819225213736383","","","226662.0","0.6759290736996547","","",""
"786.0","Florida","FL","14","H4FL14067","","Carole","Green","Green, Carole","","R","24767.0","0.32228974455736725","","","","","","",""
"787.0","Florida","FL","14","H2FL14087","","Andy","Coy","Coy, Andy","","R ","17089.0","0.22237693078454593","","","","","","",""
"788.0","Florida","FL","14","H4FL14083","","Frank","Schwerin","Schwerin, Frank","","R","7465.0","0.097141072520723","","","","","","",""
"789.0","Florida","FL","14","","","","","","Party Votes:","R","76847.0","","","","","","","",""
"790.0","Florida","FL","14","H4FL14091","","Robert M.","Neeld","Neeld, Robert M.","","D","Unopposed","","","","108672.0","0.32407092630034534","","",""
"791.0","Florida","FL","14","","","","","","District Votes:","","76847.0","","","","335334.0","","","",""
"792.0","Florida","FL","15","H4FL15114","(I)","Dave","Weldon","Weldon, Dave","","R","Unopposed","","","","210388.0","0.6535290718985108","","",""
"793.0","Florida","FL","15","H4FL15148","","Simon","Pristoop","Pristoop, Simon","","D","Unopposed","","","","111538.0","0.34647092810148916","","",""
"794.0","Florida","FL","15","","","","","","District Votes:","","n/a","","","","321926.0","","","",""
"795.0","Florida","FL","16","H4FL16021","(I)","Mark","Foley","Foley, Mark","","R","Unopposed","","","","215563.0","0.6804172848079291","","",""
"796.0","Florida","FL","16","H4FL16088","","Jeff","Fisher","Fisher, Jeff","","D","Unopposed","","","","101247.0","0.31958271519207093","","",""
"797.0","Florida","FL","16","","","","","","District Votes:","","n/a","","","","316810.0","","","",""
"798.0","Florida","FL","17","H2FL17056","(I)","Kendrick B.","Meek","Meek, Kendrick B.","","D","Unopposed","","","","178690.0","0.9959091314428393","","",""
"799.0","Florida","FL","17","H4FL17029","","Omari","Musa","Musa, Omari","","W","","","","","734.0","0.004090868557160692","","",""
"800.0","Florida","FL","17","","","","","","District Votes:","","n/a","","","","179424.0","","","",""
"801.0","Florida","FL","18","H0FL18025","(I)","Ileana","Ros-Lehtinen","Ros-Lehtinen, Ileana","","R","Unopposed","","","","143647.0","0.6472684834721171","","",""
"802.0","Florida","FL","18","H4FL18035","","Sam","Sheldon","Sheldon, Sam","","D ","12869.0","0.5054595443833464","","","78281.0","0.3527315165278829","","",""
"803.0","Florida","FL","18","H4FL18027","","David Y.","Patlak","Patlak, David Y.","","D ","12591.0","0.49454045561665355","","","","","","",""
"804.0","Florida","FL","18","","","","","","Party Votes:","D ","25460.0","","","","","","","",""
"805.0","Florida","FL","18","","","","","","District Votes:","","25460.0","","","","221928.0","","","",""
"806.0","Florida","FL","19","H6FL19038","(I)","Robert","Wexler","Wexler, Robert","","D","Unopposed","","","","Unopposed","","","",""
"807.0","Florida","FL","19","","","","","","District Votes:","","n/a","","","","","","","",""
"808.0","Florida","FL","20","H4FL20023","","Debbie Wasserman","Schultz","Schultz, Debbie Wasserman","","D","Unopposed","","","","191195.0","0.7018699891339462","","",""
"809.0","Florida","FL","20","H4FL20031","","Margaret","Hostetter","Hostetter, Margaret","","R","Unopposed","","","","81213.0","0.29813001086605384","","",""
"810.0","Florida","FL","20","","","","","","District Votes:","","n/a","","","","272408.0","","","",""
"811.0","Florida","FL","21","H2FL19037","(I)","Lincoln","Diaz-Balart","Diaz-Balart, Lincoln","","R","Unopposed","","","","146507.0","0.7280104152691025","","",""
"812.0","Florida","FL","21","H4FL21047","","Frank J.","Gonzalez","Gonzalez, Frank J.","","LBT","","","","","54736.0","0.27198958473089746","","",""
"813.0","Florida","FL","21","","","","","","District Votes:","","n/a","","","","201243.0","","","",""
"814.0","Florida","FL","22","H0FL12010","(I)","Clay","Shaw","Shaw, Clay","","R","Unopposed","","","","192581.0","0.6278600444696569","","",""
"815.0","Florida","FL","22","H4FL22052","","Jim","Stork","Stork, Jim","","D","Unopposed","","","","","","","",""
"816.0","Florida","FL","22","H4FL22078","","Robin","Rorapaugh","Rorapaugh, Robin","","D","","","","","108258.0","0.35294692983314097","","","4.0"
"817.0","Florida","FL","22","H2FL16074","","Jack","McLain","McLain, Jack","","CPF","","","","","5260.0","0.017148855982212136","","",""
"818.0","Florida","FL","22","H4FL22060","","Don","Kennedy","Kennedy, Don","","W","","","","","627.0","0.002044169714989926","","",""
"819.0","Florida","FL","22","","","","","","District Votes:","","n/a","","","","306726.0","","","",""
"820.0","Florida","FL","23","H2FL23021","(I)","Alcee L.","Hastings","Hastings, Alcee L.","","D ","49284.0","0.7423407139629462","","","Unopposed","","","",""
"821.0","Florida","FL","23","H4FL23043","","Keith A.","Clayborne","Clayborne, Keith A.","","D ","17106.0","0.2576592860370538","","","","","","",""
"822.0","Florida","FL","23","","","","","","Party Votes:","D ","66390.0","","","","","","","",""
"823.0","Florida","FL","23","","","","","","District Votes:","","66390.0","","","","","","","",""
"824.0","Florida","FL","24","H2FL00250","(I)","Tom","Feeney","Feeney, Tom","","R","Unopposed","","","","Unopposed","","","",""
"825.0","Florida","FL","24","","","","","","District Votes:","","n/a","","","","","","","",""
"826.0","Florida","FL","25","H2FL25018","(I)","Mario","Diaz-Balart","Diaz-Balart, Mario","","R ","Unopposed","","","","Unopposed","","","",""
"827.0","Florida","FL","25","","","","","","District Votes:","","n/a","","","","","","","",""
"828.0","Florida","FL","H","","","","","","House Votes:","","509931.0","","","","5627494.0","","","",""
"829.0","Florida","FL","S","S4FL00298","","Mel","Martinez","Martinez, Mel","","R","522994.0","0.4485634227068326","","","3672864.0","0.49433598918100313","","",""
"830.0","Florida","FL","S","S8FL00075","","Bill","McCollum","McCollum, Bill","","R","360474.0","0.30917266973774604","","","","","","",""
"831.0","Florida","FL","S","S4FL00348","","Doug","Gallagher","Gallagher, Doug","","R","158360.0","0.13582278882712615","","","","","","",""
"832.0","Florida","FL","S","S4FL00249","","Johnnie","Byrd","Byrd, Johnnie","","R","68982.0","0.059164736163632325","","","","","","",""
"833.0","Florida","FL","S","S4FL00371","","Karen","Saull","Saull, Karen","","R","20365.0","0.017466728305534376","","","","","","",""
"834.0","Florida","FL","S","S4FL00330","","Sonya","March","March, Sonya","","R","17804.0","0.01527020038064002","","","","","","",""
"835.0","Florida","FL","S","S4FL00264","","Larry","Klayman","Klayman, Larry","","R","13257.0","0.011370312651434776","","","","","","",""
"836.0","Florida","FL","S","S4FL00389","","William Billy","Kogut","Kogut, William Billy","","R","3695.0","0.003169141227053745","","","","","","",""
"837.0","Florida","FL","S","","","","","","Party Votes:","R","1165931.0","","","","","","","",""
"838.0","Florida","FL","S","S4FL00223","","Betty","Castor","Castor, Betty","","D","669346.0","0.5807708893522242","","","3590201.0","0.48321025845052434","","",""
"839.0","Florida","FL","S","S4FL00207","","Peter","Deutsch","Deutsch, Peter","","D","321922.0","0.27932179506868904","","","","","","",""
"840.0","Florida","FL","S","S4FL00215","","Alex","Penelas","Penelas, Alex","","D","115898.0","0.10056112165329155","","","","","","",""
"841.0","Florida","FL","S","S4FL00363","","Bernard E.","Klein","Klein, Bernard E.","","D","45347.0","0.0393461939257952","","","","","","",""
"842.0","Florida","FL","S","","","","","","Party Votes:","D","1152513.0","","","","","","","",""
"843.0","Florida","FL","S","S4FL00314","","Dennis F.","Bradley","Bradley, Dennis F.","","V","","","","","166642.0","0.022428583772527575","","",""
"844.0","Florida","FL","S","S4FL00405","","Mark","Stufft","Stufft, Mark","","W","","","","","119.0","1.601637923771187e-05","","",""
"845.0","Florida","FL","S","S4FK00413","","Nancy","Travis","Travis, Nancy","","W","","","","","27.0","3.6339683984724413e-06","","",""
"846.0","Florida","FL","S","S4FL00397","","Rachele","Fruit","Fruit, Rachele","","W","","","","","25.0","3.3647855541411494e-06","","",""
"847.0","Florida","FL","S","S4FL00272","","Peter","Blass","Blass, Peter","","W ","","","","","16.0","2.1534627546503354e-06","","",""
"848.0","Florida","FL","S","","","","","","Senate Votes:","","2318444.0","","","","7429894.0","","","",""
"849.0","Florida","FL","","","","","","","Total State Votes:","","2828375.0","","","","13057388.0","","","",""
"850.0","Georgia","GA","01","H2GA01157","(I)","Jack","Kingston","Kingston, Jack","","R","43942.0","1.0","","","188347.0","1.0","","",""
"851.0","Georgia","GA","01","","","","","","Party Votes:","R","43942.0","","","","","","","",""
"852.0","Georgia","GA","01","","","","","","District Votes:","","43942.0","","","","188347.0","","","",""
"853.0","Georgia","GA","02","H2GA02031","(I)","Sanford","Bishop","Bishop, Sanford","","D","67126.0","1.0","","","129984.0","0.6678552528143288","","",""
"854.0","Georgia","GA","02","","","","","","Party Votes:","D","67126.0","","","","","","","",""
"855.0","Georgia","GA","02","H4GA02045","","Dave","Eversman","Eversman, Dave","","R","18033.0","1.0","","","64645.0","0.3321447471856712","","",""
"856.0","Georgia","GA","02","","","","","","Party Votes:","R","18033.0","","","","","","","",""
"857.0","Georgia","GA","02","","","","","","District Votes:","","85159.0","","","","194629.0","","","",""
