"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)","Notes (See Endnotes Tab)"
"3315.0","Texas","TX","23","H6TX23109","","Rick ","Bolanos","Bolanos, Rick ","","DEM","n/a","","n/a","","2564.0","0.020710991203483065","","","","","23.0"
"3316.0","Texas","TX","23","H6TX23166","","Adrian","DeLeon","DeLeon, Adrian","","DEM","n/a","","n/a","","2198.0","0.01775458606289227","","","","","23.0"
"3317.0","Texas","TX","23","","","","","","District Votes:","","n/a","","n/a","","123799.0","","70473.0","","","","23.0"
"3318.0","Texas","TX","25","H4TX10028","(I)","Lloyd","Doggett","Doggett, Lloyd","","DEM","n/a","","n/a","","109911.0","0.6725511552770707","","","","","23.0"
"3319.0","Texas","TX","25","H6TX25146","","Grant","Rostig","Rostig, Grant","","LBT","n/a","","n/a","","42975.0","0.26296627178382614","","","","","23.0"
"3320.0","Texas","TX","25","H6TX25153","","Barbara","Cunningham","Cunningham, Barbara","","LBT","n/a","","n/a","","6942.0","0.042478460935970234","","","","","23.0"
"3321.0","Texas","TX","25","H6TX25161","","Brian","Parrett","Parrett, Brian","","IND","n/a","","n/a","","3596.0","0.022004112003132955","","","","","23.0"
"3322.0","Texas","TX","25","","","","","","District Votes:","","n/a","","n/a","","163424.0","","","","","","23.0"
"3323.0","Texas","TX","28","H2TX23082","(I)","Henry ","Cuellar","Cuellar, Henry ","","DEM","n/a","","n/a","","52574.0","0.6761494437656742","","","","","23.0"
"3324.0","Texas","TX","28","H6TX28058","","Frank","Enriquez","Enriquez, Frank","","DEM","n/a","","n/a","","15798.0","0.20317664458877244","","","","","23.0"
"3325.0","Texas","TX","28","H6TX28066","","Ron","Avery","Avery, Ron","","CON","n/a","","n/a","","9383.0","0.12067391164555334","","","","","23.0"
"3326.0","Texas","TX","28","","","","","","District Votes:","","n/a","","n/a","","77755.0","","","","","","23.0"
"3327.0","Texas","TX","H","","","","","","TX Special House Votes:","","n/a","","n/a","","638747.0","","70473.0","","","","23.0"
"3328.0","TX","TX","22*","H6TX22184","","Shelley Sekula","Gibbs","Gibbs, Shelley Sekula","","REP","n/a","","","","76924.0","0.6207453075321573","n/a","","","","25.0"
"3329.0","TX","TX","22*","H6TX22168","","M. Bob","Smither","Smither, M. Bob","","LBT","n/a","","","","23425.0","0.18903019641387325","n/a","","","","25.0"
"3330.0","TX","TX","22*","H6TX22143","","Steve","Stockman","Stockman, Steve","","REP","n/a","","","","13600.0","0.10974645341424444","n/a","","","","25.0"
"3331.0","TX","TX","22*","H4TX22049","","Don","Richardson","Richardson, Don","","REP","n/a","","","","7405.0","0.059755329965623535","n/a","","","","25.0"
"3332.0","TX","TX","22*","H6TX22218","","Giannibicego Hoa","Tran","Tran, Giannibicego Hoa","","REP","n/a","","","","2568.0","0.020722712674101453","n/a","","","","25.0"
"3333.0","TX","TX","22*","","","","","","District Votes:","","","","","","123922.0","","","","","","25.0"
"3334.0","Utah","UT","S","S6UT00063","(I)","Orrin G.","Hatch","Hatch, Orrin G.","","REP","*","","","","356238.0","0.6236091952413295","","","","","26.0"
"3335.0","Utah","UT","S","S6UT00154","","Brian E.","Jenkins","Jenkins, Brian E.","","REP","","","","","","","","","","","26.0"
"3336.0","Utah","UT","S","S6UT00162","","Ronald H.","Levine","Levine, Ronald H.","","REP","","","","","","","","","","","26.0"
"3337.0","Utah","UT","S","S6UT00170","","Michael T.","Ridgway","Ridgway, Michael T.","","REP","","","","","","","","","","","26.0"
"3338.0","Utah","UT","S","S6UT00139","","Pete","Ashdown","Ashdown, Pete","","DEM","*","","","","177459.0","0.31064924061535015","","","","","26.0"
"3339.0","Utah","UT","S","S6UT00188","","Scott N.","Bradley","Bradley, Scott N.","","CON","*","","","","21526.0","0.03768214378242877","","","","","26.0"
"3340.0","Utah","UT","S","S6UT00212","","Roger I.","Price","Price, Roger I.","","PCH","*","","","","9089.0","0.01591066639591634","","","","","26.0"
"3341.0","Utah","UT","S","S4UT00167","","Joseph","Labonte","Labonte, Joseph","","PCH","","","","","","","","","","","26.0"
"3342.0","Utah","UT","S","S6UT00204","","Dave Starr","Seely","Seely, Dave Starr","","LBT","*","","","","4428.0","0.007751395181110963","","","","","26.0"
"3343.0","Utah","UT","S","S6UT00196","","Julian","Hatch","Hatch, Julian","","DGR","*","","","","2512.0","0.004397358783864214","","","","","26.0"
"3344.0","Utah","UT","S","","","","","","Senate Votes:","","","","","","571252.0","","","","","","26.0"
"3345.0","Utah","UT","01","H2UT01094","(I)","Rob","Bishop","Bishop, Rob","","REP","*","","","","112546.0","0.6306016562636575","","","","","26.0"
"3346.0","Utah","UT","01","H6UT01095","","Steven ","Olsen","Olsen, Steven ","","DEM","*","","","","57922.0","0.3245402691708596","","","","","26.0"
"3347.0","Utah","UT","01","H6UT01103","","Mark","Hudson","Hudson, Mark","","CON","*","","","","5539.0","0.03103533287761803","","","","","26.0"
"3348.0","Utah","UT","01","H6UT01111","","Lynn","Badler","Badler, Lynn","","LBT","*","","","","2467.0","0.0138227416878649","","","","","26.0"
"3349.0","Utah","UT","01","","","","","","District Votes:","","","","","","178474.0","","","","","","26.0"
"3350.0","Utah","UT","02","H0UT02096","(I)","Jim","Matheson","Matheson, Jim","","DEM","*","","","","133231.0","0.5899928260811804","","","","","26.0"
"3351.0","Utah","UT","02","H6UT02333","","LaVar","Christensen","Christensen, LaVar","","REP","*","","","","84234.0","0.3730172085484771","","","","","26.0"
"3352.0","Utah","UT","02","H6UT02341","","Kris","Lounsbury","Lounsbury, Kris","","REP","","","","","","","","","","","26.0"
"3353.0","Utah","UT","02","H6UT02325","","Joe","Tucker","Tucker, Joe","","REP","","","","","","","","","","","26.0"
"3354.0","Utah","UT","02","H6UT02358","","W. David","Perry","Perry, W. David","","CON","*","","","","3395.0","0.01503423110646627","","","","","26.0"
"3355.0","Utah","UT","02","H6UT02366","","Bob","Brister","Brister, Bob","","GPU","n/a","","","","3338.0","0.014781815444295849","","","","","26.0"
"3356.0","Utah","UT","02","H6UT02374","","Austin Sherwood","Lett","Lett, Austin Sherwood","","LBT","*","","","","1620.0","0.00717391881958037","","","","","26.0"
"3357.0","Utah","UT","02","","","","","","District Votes:","","","","","","225818.0","","","","","","26.0"
"3358.0","Utah","UT","03","H6UT03042","(I)","Chris ","Cannon","Cannon, Chris ","","REP*","32881.0","0.5570784765519111","","","95455.0","0.5771230607383403","","","","","26.0"
"3359.0","Utah","UT","03","H4UT02106","","Merrill","Cook","Cook, Merrill","","REP","","","","","","","","","","","26.0"
"3360.0","Utah","UT","03","H6UT03109","","John D.","Jacob","Jacob, John D.","","REP*","26143.0","0.44292152344808894","","","","","","","","","26.0"
"3361.0","Utah","UT","03","","","","","","Party Votes:","REP","59024.0","","","","","","","","","","26.0"
"3362.0","Utah","UT","03","H6UT03117","","Christian","Burridge","Burridge, Christian","","DEM","*","","","","53330.0","0.3224343704276956","","","","","26.0"
"3363.0","Utah","UT","03","H6UT03141","","Jim","Noorlander","Noorlander, Jim","","CON","*","","","","14533.0","0.08786684240438215","","","","","26.0"
"3364.0","Utah","UT","03","H6UT03158","","Philip Lear","Hallman","Hallman, Philip Lear","","LBT","*","","","","2080.0","0.012575726429581978","","","","","26.0"
"3365.0","Utah","UT","03","","","","","","District Votes:","","59024.0","","","","165398.0","","","","","","26.0"
"3366.0","Utah","UT","H","","","","","","House Votes:","","59024.0","","","","569690.0","","","","","","26.0"
"3367.0","Vermont","VT","S","S4VT00033","","Bernard","Sanders","Sanders, Bernard","","IND","","","","","171638.0","0.6540608721167294","","","","",""
"3368.0","Vermont","VT","S","S6VT00103","","Rich","Tarrant","Tarrant, Rich","","REP","22008.0","0.6183585737967464","","","84924.0","0.32361985984246566","","","","",""
"3369.0","Vermont","VT","S","S6VT00111","","Greg","Parke","Parke, Greg","","REP","10479.0","0.2944283667219241","","","","","","","","",""
"3370.0","Vermont","VT","S","S4VT00132","","Cris","Ericson","Ericson, Cris","","REP/IND","1722.0","0.048383018178753054","","","1735.0","0.006611563949256723","","","","",""
"3371.0","Vermont","VT","S","","","","Scattered","Scattered","","W(REP)","1382.0","0.038830041302576494","","","","","","","","",""
"3372.0","Vermont","VT","S","","","","","","Party Votes:","REP","35591.0","","","","","","","","","",""
"3373.0","Vermont","VT","S","S6VT00152","","Pete","Diamondstone","Diamondstone, Pete","","LU","160.0","0.9467455621301775","","","801.0","0.003052370445737542","","","","",""
"3374.0","Vermont","VT","S","","","","Scattered","Scattered","","W(LU)","9.0","0.05325443786982249","","","","","","","","",""
"3375.0","Vermont","VT","S","","","","","","Party Votes:","LU","169.0","","","","","","","","","",""
"3376.0","Vermont","VT","S","S4VT00108","","Craig","Hill","Hill, Craig","","VGR","","","","","1536.0","0.005853234712425549","","","","",""
"3377.0","Vermont","VT","S","S4VT00124","","Peter ","Moss","Moss, Peter","","ABC","","","","","1518.0","0.005784642118139311","","","","",""
"3378.0","Vermont","VT","S","","","","Scattered","Scattered","","W","","","","","267.0","0.0010174568152458473","","","","",""
"3379.0","Vermont","VT","S","S4VT00033","","Bernard","Sanders","Sanders, Bernard","","DEM","35954.0","0.941549258890693","","","","","","","","",""
"3380.0","Vermont","VT","S","S6VT00145","","Louis W.","Thabault","Thabault, Louis W.","","DEM","585.0","0.015319750693971613","","","","","","","","",""
"3381.0","Vermont","VT","S","S4VT00108","","Craig","Hill","Hill, Craig","","DEM","504.0","0.013198554444037081","","","","","","","","",""
"3382.0","Vermont","VT","S","S6VT00137","","Larry","Drown","Drown, Larry","","DEM","403.0","0.01055360603362489","","","","","","","","",""
"3383.0","Vermont","VT","S","S4VT00124","","Peter D.","Moss","Moss, Peter D.","","DEM","385.0","0.010082229089194993","","","","","","","","",""
"3384.0","Vermont","VT","S","","","","Scattered","Scattered","","W(DEM)","355.0","0.0092966008484785","","","","","","","","",""
"3385.0","Vermont","VT","S","","","","","","Party Votes:","DEM","38186.0","","","","","","","","","",""
"3386.0","Vermont","VT","S","","","","Scattered","Scattered","","W(PRO)","172.0","1.0","","","","","","","","",""
"3387.0","Vermont","VT","S","","","","","","Party Votes:","PRO","172.0","","","","","","","","","",""
"3388.0","Vermont","VT","S","","","","","","Senate Votes:","","74118.0","","","","262419.0","","","","","",""
"3389.0","Vermont","VT","00","H6VT00160","","Peter","Welch","Welch, Peter","","DEM","34706.0","0.9710960015669157","","","139815.0","0.5321703980572916","","","","",""
"3390.0","Vermont","VT","00","","","","Scattered","Scattered","","W(DEM)","1033.0","0.028903998433084305","","","","","","","","",""
"3391.0","Vermont","VT","00","","","","","","Party Votes:","DEM","35739.0","","","","","","","","","",""
"3392.0","Vermont","VT","00","H6VT00178","","Martha","Rainville","Rainville, Martha","","REP","26199.0","0.713053181644984","","","117023.0","0.44541842071207266","","","","",""
"3393.0","Vermont","VT","00","H6VT00194","","Mark","Shepard","Shepard, Mark","","REP","10285.0","0.2799248816068804","","","","","","","","",""
"3394.0","Vermont","VT","00","","","","Scattered","Scattered","","W(REP)","258.0","0.007021936748135648","","","","","","","","",""
"3395.0","Vermont","VT","00","","","","","","Party Votes:","REP","36742.0","","","","","","","","","",""
"3396.0","Vermont","VT","00","H2VT00094","","Jane","Newton","Newton, Jane","","LU","84.0","0.9130434782608695","","","721.0","0.0027443039516454404","","","","",""
"3397.0","Vermont","VT","00","","","","Scattered","Scattered","","W(LU)","8.0","0.08695652173913043","","","","","","","","",""
"3398.0","Vermont","VT","00","","","","","","Party Votes:","LU","92.0","","","","","","","","","",""
"3399.0","Vermont","VT","00","","","","Scattered","Scattered","","W(PRO)","142.0","1.0","","","","","","","","",""
"3400.0","Vermont","VT","00","","","","","","Party Votes:","PRO","142.0","","","","","","","","","",""
"3401.0","Vermont","VT","00","H6VT00202","","Dennis","Morrisseau","Morrisseau, Dennis","","IBN","","","","","1390.0","0.00529068306905293","","","","",""
"3402.0","Vermont","VT","00","H6VT00228","","Jerry","Trudell","Trudell, Jerry","","IND","","","","","1013.0","0.0038557280208277827","","","","",""
"3403.0","Vermont","VT","00","H6VT00236","","Bruce R. ","Marshall","Marshall, Bruce R.","","VGR","","","","","994.0","0.003783409331394685","","","","",""
"3404.0","Vermont","VT","00","H6VT00210","","Keith","Stern","Stern, Keith","","IND","","","","","963.0","0.003665415680214368","","","","",""
"3405.0","Vermont","VT","00","H6VT00244","","Chris","Karr","Karr, Chris","","WTP","","","","","599.0","0.0022799418405487085","","","","",""
"3406.0","Vermont","VT","00","","","","Scattered","Scattered","","W","","","","","208.0","0.0007916993369518053","","","","",""
"3407.0","Vermont","VT","00","","","","","","District Votes:","","72715.0","","","","262726.0","","","","","",""
"3408.0","Vermont","VT","00","","","","","","House Votes:","","72715.0","","","","262726.0","","","","","",""
"3409.0","Virginia","VA","S","S6VA00127","","James H. ""Jim,"" Jr.","Webb","Webb, James H. ""Jim,"" Jr.","","DEM","83298.0","0.5347018949314435","","","1175606.0","0.4959431667893581","","","","","27.0"
"3410.0","Virginia","VA","S","S6VA00119","","Harris N.","Miller","Miller, Harris N.","","DEM","72486.0","0.46529810506855646","","","","","","","","","27.0"
"3411.0","Virginia","VA","S","","","","","","Party Votes:","DEM","155784.0","","","","","","","","","","27.0"
"3412.0","Virginia","VA","S","S8VA00214","(I)","George F.","Allen","Allen, George F.","","REP","Unopposed","","","","1166277.0","0.4920076188226261","","","","","27.0"
"3413.0","Virginia","VA","S","S6VA00135","","Glenda Gail","Parker","Parker, Glenda Gail","","IGR","","","","","26102.0","0.011011434561864967","","","","",""
"3414.0","Virginia","VA","S","","","","Scattered","Scattered","","W","","","","","2460.0","0.001037779826150786","","","","",""
"3415.0","Virginia","VA","S","","","","","","Senate Votes:","","155784.0","","","","2370445.0","","","","","","27.0"
"3416.0","Virginia","VA","01","H0VA01052","(I)","Jo Ann S.","Davis","Davis, Jo Ann S.","","REP","Unopposed","","","","143889.0","0.6296174748615085","","","","","27.0"
"3417.0","Virginia","VA","01","H6VA01141","","Shawn","O'Donnell","O'Donnell, Shawn","","DEM","*","","","","81083.0","0.35479622288149687","","","","","27.0"
"3418.0","Virginia","VA","01","H6VA01158","","Lorenzo","Grant","Grant, Lorenzo","","DEM","","","","","","","","","","","27.0"
"3419.0","Virginia","VA","01","H6VA01166","","Marvin F., III","Pixton","Pixton, Marvin F., III","","IND","","","","","3236.0","0.014159818670307262","","","","",""
"3420.0","Virginia","VA","01","","","","Scattered","Scattered","","W","","","","","326.0","0.0014264835866873201","","","","",""
"3421.0","Virginia","VA","01","","","","","","District Votes:","","","","","","228534.0","","","","","","27.0"
"3422.0","Virginia","VA","02","H4VA02037","(I)","Thelma D.","Drake","Drake, Thelma D.","","REP","Unopposed","","","","88777.0","0.5126906484791435","","","","","27.0"
"3423.0","Virginia","VA","02","H6VA02099","","Philip J.","Kellam","Kellam, Philip J.","","DEM","Unopposed","","","","83901.0","0.4845315577013034","","","","","27.0"
"3424.0","Virginia","VA","02","","","","Scattered","Scattered","","W","","","","","481.0","0.0027777938195531274","","","","",""
"3425.0","Virginia","VA","02","","","","","","District Votes:","","","","","","173159.0","","","","","","27.0"
"3426.0","Virginia","VA","03","H6VA01117","(I)","Bobby","Scott","Scott, Bobby","","DEM","*","","","","133546.0","0.9608040634847548","","","","","27.0"
"3427.0","Virginia","VA","03","","","","Scattered","Scattered","","W","","","","","5448.0","0.039195936515245264","","","","",""
"3428.0","Virginia","VA","03","","","","","","District Votes:","","","","","","138994.0","","","","","","27.0"
"3429.0","Virginia","VA","04","H2VA04052","(I)","J. Randy","Forbes","Forbes, J. Randy","","REP","Unopposed","","","","150967.0","0.7611525663002924","","","","","27.0"
"3430.0","Virginia","VA","04","H6VA04053","","Albert P., Jr.","Burckard","Burckard, Albert P., Jr.","","IGR","","","","","46487.0","0.23438035696279116","","","","",""
"3431.0","Virginia","VA","04","","","","Scattered","Scattered","","W","","","","","886.0","0.004467076736916406","","","","",""
"3432.0","Virginia","VA","04","","","","","","District Votes:","","","","","","198340.0","","","","","","27.0"
"3433.0","Virginia","VA","05","H6VA05068","(I)","Virgil H., Jr.","Goode","Goode, Virgil H., Jr.","","REP","Unopposed","","","","125370.0","0.5911476383800376","","","","","27.0"
