"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"3265.0","Texas","TX","09","H4TX09095","(I)","Al","Green","Green, Al","","D","73657.0","1.0","","","143868.0","0.936469914338532","","","","",""
"3266.0","Texas","TX","09","n/a","","","","","Party Votes:","D","73657.0","","","","","","","","","",""
"3267.0","Texas","TX","09","H8TX09112","","Brad","Walters","Walters, Brad","","LBT","C","","","","9760.0","0.06353008566146796","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3268.0","Texas","TX","09","n/a","","","","","District Votes:","","73657.0","","","","153628.0","","","","","",""
"3269.0","Texas","TX","10","H4TX10093","(I)","Michael T.","McCaul","McCaul, Michael T.","","R","44214.0","1.0","","","179493.0","0.5388837016599466","","","","",""
"3270.0","Texas","TX","10","n/a","","","","","Party Votes:","R","44214.0","","","","","","","","","",""
"3271.0","Texas","TX","10","H8TX10052","","Larry Joe","Doherty","Doherty, Larry Joe","","D","51977.0","0.6111418123669884","","","143719.0","0.4314810422627393","","","","",""
"3272.0","Texas","TX","10","H8TX10060","","Dan","Grant","Grant, Dan","","D","33072.0","0.38885818763301155","","","","","","","","",""
"3273.0","Texas","TX","10","n/a","","","","","Party Votes:","D","85049.0","","","","","","","","","",""
"3274.0","Texas","TX","10","H8TX10078","","Matt","Finkel","Finkel, Matt","","LBT","C","","","","9871.0","0.029635256077314064","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3275.0","Texas","TX","10","n/a","","","","","District Votes:","","129263.0","","","","333083.0","","","","","",""
"3276.0","Texas","TX","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","R","61409.0","1.0","","","189625.0","0.8833078686019863","","","","",""
"3277.0","Texas","TX","11","n/a","","","","","Party Votes:","R","61409.0","","","","","","","","","",""
"3278.0","Texas","TX","11","H8TX11084","","John R.","Strohm","Strohm, John R.","","LBT","C","","","","25051.0","0.11669213139801375","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3279.0","Texas","TX","11","n/a","","","","","District Votes:","","61409.0","","","","214676.0","","","","","",""
"3280.0","Texas","TX","12","H6TX12060","(I)","Kay","Granger","Granger, Kay","","R","49374.0","1.0","","","181662.0","0.6759415673813227","","","","",""
"3281.0","Texas","TX","12","n/a","","","","","Party Votes:","R","49374.0","","","","","","","","","",""
"3282.0","Texas","TX","12","H8TX12058","","Tracey","Smith","Smith, Tracey","","D","48975.0","1.0","","","82250.0","0.30604195658483224","","","","",""
"3283.0","Texas","TX","12","n/a","","","","","Party Votes:","D","48975.0","","","","","","","","","",""
"3284.0","Texas","TX","12","H8TX12066","","Shiloh Sidney","Shambaugh","Shambaugh, Shiloh Sidney","","LBT","C","","","","4842.0","0.018016476033845076","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3285.0","Texas","TX","12","n/a","","","","","District Votes:","","98349.0","","","","268754.0","","","","","",""
"3286.0","Texas","TX","13","H4TX13014","(I)","Mac","Thornberry","Thornberry, Mac","","R","56807.0","1.0","","","180078.0","0.7764693707716919","","","","",""
"3287.0","Texas","TX","13","n/a","","","","","Party Votes:","R","56807.0","","","","","","","","","",""
"3288.0","Texas","TX","13","H6TX13100","","Roger James","Waun","Waun, Roger James","","D","35649.0","1.0","","","51841.0","0.22353062922830816","","","","",""
"3289.0","Texas","TX","13","n/a","","","","","Party Votes:","D","35649.0","","","","","","","","","",""
"3290.0","Texas","TX","13","n/a","","","","","District Votes:","","92456.0","","","","231919.0","","","","","",""
"3291.0","Texas","TX","14","H6TX22101","(I)","Ron","Paul","Paul, Ron","","R","37777.0","0.7043217242150794","","","191293.0","1.0","","","","",""
"3292.0","Texas","TX","14","H8TX14112","","W. Chris","Peden","Peden, W. Chris","","R","15859.0","0.29567827578492056","","","","","","","","",""
"3293.0","Texas","TX","14","n/a","","","","","Party Votes:","R","53636.0","","","","","","","","","",""
"3294.0","Texas","TX","14","n/a","","","","","District Votes:","","53636.0","","","","191293.0","","","","","",""
"3296.0","Texas","TX","15","n/a","","","","","Party Votes:","D","77227.0","","","","","","","","","",""
"3297.0","Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","R","8370.0","1.0","","","52303.0","0.3194895790065238","","","","",""
"3298.0","Texas","TX","15","n/a","","","","","Party Votes:","R","8370.0","","","","","","","","","",""
"3299.0","Texas","TX","15","H8TX15044","","Gricha","Raether","Raether, Gricha","","LBT","C","","","","3827.0","0.02337698829623476","","","","",""
"3300.0","Texas","TX","15","n/a","","","","","District Votes:","","85597.0","","","","163708.0","","","","","",""
"3301.0","Texas","TX","16","H6TX00115","(I)","Silvestre","Reyes","Reyes, Silvestre","","D","75058.0","0.8042043457763682","","","130375.0","0.8213995451194849","","","","",""
"3302.0","Texas","TX","16","H2TX18041","","Jorge","Artalejo","Artalejo, Jorge","","D","18274.0","0.19579565422363177","","","","","","","","",""
"3303.0","Texas","TX","16","n/a","","","","","Party Votes:","D","93332.0","","","","","","","","","",""
"3304.0","Texas","TX","16","H6TX16111","","Benjamin Eloy ""Ben""","Mendoza","Mendoza, Benjamin Eloy ""Ben""","","I","n/a","","","","16348.0","0.10299704516673702","","","","",""
"3305.0","Texas","TX","16","H8TX16067","","Mette A.","Baker","Baker, Mette A.","","LBT","C","","","","12000.0","0.07560340971377809","","","","",""
"3306.0","Texas","TX","16","n/a","","","","","District Votes:","","93332.0","","","","158723.0","","","","","",""
"3307.0","Texas","TX","17","H8TX06035","(I)","Chet","Edwards","Edwards, Chet","","D","60557.0","1.0","","","134592.0","0.5298438717906323","","","","",""
"3308.0","Texas","TX","17","n/a","","","","","Party Votes:","D","60557.0","","","","","","","","","",""
"3309.0","Texas","TX","17","H8TX17107","","Rob","Curnock","Curnock, Rob","","R","44448.0","1.0","","","115581.0","0.45500389730023383","","","","",""
"3310.0","Texas","TX","17","n/a","","","","","Party Votes:","R","44448.0","","","","","","","","","",""
"3311.0","Texas","TX","17","H6TX12128","","Gardner C.","Osborne","Osborne, Gardner C.","","LBT","C","","","","3849.0","0.015152230909133854","","","","",""
"3312.0","Texas","TX","17","n/a","","","","","District Votes:","","105005.0","","","","254022.0","","","","","",""
"3313.0","Texas","TX","18","H4TX18054","(I)","Sheila Jackson","Lee","Lee, Sheila Jackson","","D","78161.0","1.0","","","148617.0","0.7732494614928355","","","","",""
"3314.0","Texas","TX","18","n/a","","","","","Party Votes:","D","78161.0","","","","","","","","","",""
"3315.0","Texas","TX","18","H8TX18139","","John","Faulk","Faulk, John","","R","5638.0","0.7855649993033301","","","39095.0","0.20341002507830466","","","","",""
"3316.0","Texas","TX","18","H8TX18147","","T.J.","Baker Holm","Baker Holm, T.J.","","R","1539.0","0.21443500069666993","","","","","","","","",""
"3317.0","Texas","TX","18","n/a","","","","","Party Votes:","R","7177.0","","","","","","","","","",""
"3318.0","Texas","TX","18","H8TX18154","","Mike","Taylor","Taylor, Mike","","LBT","C","","","","4486.0","0.023340513428859823","","","","",""
"3319.0","Texas","TX","18","n/a","","","","","District Votes:","","85338.0","","","","192198.0","","","","","",""
"3320.0","Texas","TX","19","H4TX19102","(I)","Randy","Neugebauer","Neugebauer, Randy","","R","54099.0","1.0","","","168501.0","0.7243896462334112","","","","",""
"3321.0","Texas","TX","19","n/a","","","","","Party Votes:","R","54099.0","","","","","","","","","",""
"3322.0","Texas","TX","19","H8TX19087","","Dwight","Fullingim","Fullingim, Dwight","","D","26966.0","0.6163375388553666","","","58030.0","0.24947229494735845","","","","",""
"3323.0","Texas","TX","19","H8TX19095","","Rufus","Mark","Mark, Rufus","","D","16786.0","0.38366246114463337","","","","","","","","",""
"3324.0","Texas","TX","19","n/a","","","","","Party Votes:","D","43752.0","","","","","","","","","",""
"3325.0","Texas","TX","19","H4TX19235","","Richard ""Chip""","Peterson","Peterson, Richard ""Chip""","","LBT","C","","","","6080.0","0.02613805881923039","","","","",""
"3326.0","Texas","TX","19","n/a","","","","","District Votes:","","97851.0","","","","232611.0","","","","","",""
"3327.0","Texas","TX","20","H8TX20077","(I)","Charles A.","Gonzalez","Gonzalez, Charles A.","","D","52245.0","1.0","","","127298.0","0.7189743300104487","","","","",""
"3328.0","Texas","TX","20","n/a","","","","","Party Votes:","D","52245.0","","","","","","","","","",""
"3329.0","Texas","TX","20","H8TX20135","","Robert","Litoff","Litoff, Robert","","R","10409.0","1.0","","","44585.0","0.2518144079523312","","","","",""
"3330.0","Texas","TX","20","n/a","","","","","Party Votes:","R","10409.0","","","","","","","","","",""
"3331.0","Texas","TX","20","H8TX28039","","Michael","Idrogo","Idrogo, Michael","","LBT","C","G","","","5172.0","0.029211262037220073","","","","",""
"3332.0","Texas","TX","20","n/a","","","","","District Votes:","","62654.0","","","","177055.0","","","","","",""
"3333.0","Texas","TX","21","H6TX21012","(I)","Lamar","Smith","Smith, Lamar","","R","64350.0","1.0","","","243471.0","0.7999704287826516","","","","",""
"3334.0","Texas","TX","21","H6TX21178","","James Arthur","Strohm","Strohm, James Arthur","","LBT","C","G","","","60879.0","0.20002957121734843","","","","",""
"3335.0","Texas","TX","21","n/a","","","","","Party Votes:","R","64350.0","","","","","","","","","",""
"3336.0","Texas","TX","21","n/a","","","","","District Votes:","","64350.0","","","","304350.0","","","","","",""
"3337.0","Texas","TX","22","H8TX22107","","Pete","Olson","Olson, Pete","","R","11634.0","0.2071433658571327","15511.0","0.685235907404135","161996.0","0.524267382967362","","","","",""
"3338.0","Texas","TX","22","H6TX22184","","Shelley","Sekula Gibbs","Sekula Gibbs, Shelley","","R","16697.0","0.2972900790541984","7125.0","0.314764092595865","","","","","","",""
"3339.0","Texas","TX","22","H8TX22131","","John","Manlove","Manlove, John","","R","8399.0","0.14954419200911617","","","","","","","","",""
"3340.0","Texas","TX","22","H6TX22200","","Robert","Talton","Talton, Robert","","R","8169.0","0.14544904209101917","","","","","","","","",""
"3341.0","Texas","TX","22","H8TX22123","","Dean","Hrbacek","Hrbacek, Dean","","R","5864.0","0.10440851791182965","","","","","","","","",""
"3342.0","Texas","TX","22","H8TX22172","","Cynthia","Dunbar","Dunbar, Cynthia","","R","2116.0","0.03767537924649241","","","","","","","","",""
"3343.0","Texas","TX","22","H8TX22156","","Brian","Klock","Klock, Brian","","R","992.0","0.01766255964674881","","","","","","","","",""
"3344.0","Texas","TX","22","H8TX22115","","Jim","Squier","Squier, Jim","","R","989.0","0.017609144647817106","","","","","","","","",""
"3345.0","Texas","TX","22","H8TX22164","","Kevyn","Bazzy","Bazzy, Kevyn","","R","880.0","0.015668399686632008","","","","","","","","",""
"3346.0","Texas","TX","22","H8TX22149","","Ryan","Rowley","Rowley, Ryan","","R","424.0","0.007549319849013603","","","","","","","","",""
"3347.0","Texas","TX","22","n/a","","","","","Party Votes:","R","56164.0","","22636.0","","","","","","","",""
"3348.0","Texas","TX","22","H6TX09033","(I)","Nick","Lampson","Lampson, Nick","","D","73831.0","1.0","","","140160.0","0.4535995728086215","","","","",""
"3349.0","Texas","TX","22","n/a","","","","","Party Votes:","D","73831.0","","","","","","","","","",""
"3350.0","Texas","TX","22","H8TX22180","","John","Wieder","Wieder, John","","LBT","C","G","","","6839.0","0.02213304422401657","","","","",""
"3351.0","Texas","TX","22","n/a","","","","","District Votes:","","129995.0","","22636.0","","308995.0","","","","","",""
"3352.0","Texas","TX","23","H8TX28013","(I)","Ciro D.","Rodriguez","Rodriguez, Ciro D.","","D","71716.0","1.0","","","134090.0","0.5576163346779224","","","","",""
"3353.0","Texas","TX","23","n/a","","","","","Party Votes:","D","71716.0","","","","","","","","","",""
"3354.0","Texas","TX","23","H8TX23097","","Lyle","Larson","Larson, Lyle","","R","18681.0","0.6154783869267264","","","100799.0","0.41917494905809455","","","","",""
"3355.0","Texas","TX","23","H4TX28046","","Quico","Conseco","Conseco, Quico","","R","11671.0","0.3845216130732736","","","","","","","","",""
"3356.0","Texas","TX","23","n/a","","","","","Party Votes:","R","30352.0","","","","","","","","","",""
"3357.0","Texas","TX","23","H8TX23105","","Lani","Connolly","Connolly, Lani","","LBT","C","G","","","5581.0","0.023208716263983034","","","","",""
"3358.0","Texas","TX","23","n/a","","","","","District Votes:","","102068.0","","","","240470.0","","","","","",""
"3359.0","Texas","TX","24","H4TX24094","(I)","Kenny E.","Marchant","Marchant, Kenny E.","","R","30378.0","1.0","","","151434.0","0.5598402927965397","","","","",""
"3360.0","Texas","TX","24","n/a","","","","","Party Votes:","R","30378.0","","","","","","","","","",""
"3361.0","Texas","TX","24","H8TX24087","","Tom","Love","Love, Tom","","D","49166.0","1.0","","","111089.0","0.4106878130834211","","","","",""
"3362.0","Texas","TX","24","n/a","","","","","Party Votes:","D","49166.0","","","","","","","","","",""
"3363.0","Texas","TX","24","H8TX24095","","David A.","Casey","Casey, David A.","","LBT","C","G","","","7972.0","0.02947189412003919","","","","",""
"3364.0","Texas","TX","24","n/a","","","","","District Votes:","","79544.0","","","","270495.0","","","","","",""
"3365.0","Texas","TX","25","H4TX10028","(I)","Lloyd","Doggett","Doggett, Lloyd","","D","110108.0","1.0","","","191755.0","0.6582822970449302","","","","",""
"3366.0","Texas","TX","25","n/a","","","","","Party Votes:","D","110108.0","","","","","","","","","",""
"3367.0","Texas","TX","25","H8TX25084","","George L.","Morovich","Morovich, George L.","","R","23213.0","1.0","","","88693.0","0.30447723278040206","","","","",""
"3368.0","Texas","TX","25","n/a","","","","","Party Votes:","R","23213.0","","","","","","","","","",""
"3369.0","Texas","TX","25","H8TX25100","","Jim","Stutsman","Stutsman, Jim","","LBT","C","G","","","10848.0","0.037240470174667695","","","","",""
"3370.0","Texas","TX","25","H8TX25092","","Lorraine","DeNardis","DeNardis, Lorraine","","LBT","C","","","","","","","","","",""
"3371.0","Texas","TX","25","n/a","","","","","District Votes:","","133321.0","","","","291296.0","","","","","",""
"3372.0","Texas","TX","26","H2TX26093","(I)","Michael C.","Burgess","Burgess, Michael C.","","R","41328.0","1.0","","","195181.0","0.6017122105211237","","","","",""
"3373.0","Texas","TX","26","n/a","","","","","Party Votes:","R","41328.0","","","","","","","","","",""
